campaign_id,promo_id,campaign_name,channel,target_segment,budget,amount_spent,impressions,clicks,conversions,start_date,end_date,status
CAM05836,PR018376,Campaign Optimized radical portal,SMS,Family Shopper,2665762,2189068.38,825482,25464,4331,2022-02-13,2022-05-03,Completed
CAM05837,PR005333,Campaign Customizable intermediate encr,In-App,Family Shopper,3205419,1846414.97,387730,11854,4160,2024-03-14,2024-04-02,Completed
CAM05838,PR012374,Campaign Multi-tiered asymmetric instal,WhatsApp,Brand Loyalist,1792362,1060328.95,286482,28388,3127,2024-05-25,2024-08-17,Completed
CAM05839,PR013352,Campaign Face-to-face incremental compl,SMS,Brand Loyalist,2734520,2181329.09,173430,6934,2166,2024-07-13,2024-09-22,Active
CAM05840,PR007199,Campaign Exclusive disintermediate core,Push Notification,Frequent Buyer,3134895,2224544.78,164308,42043,2472,2022-07-09,2022-08-15,Completed
CAM05841,PR015248,Campaign Vision-oriented logistical ins,WhatsApp,Family Shopper,3650742,2599743.52,157688,1803,2621,2022-06-08,2022-06-29,Active
CAM05842,PR013988,Campaign User-centric encompassing hier,Push Notification,Brand Loyalist,96579,40264.18,244231,10027,1833,2023-06-18,2023-07-28,Completed
CAM05843,PR001411,Campaign Vision-oriented context-sensit,WhatsApp,Fashion Enthusiast,682238,274536.53,535507,31286,626,2023-06-07,2023-07-26,Completed
CAM05844,PR004366,Campaign Customer-focused full-range ar,Push Notification,Luxury Shopper,2829407,2419723.73,882401,30426,1949,2023-10-20,2023-12-27,Completed
CAM05845,PR009868,Campaign User-centric real-time functio,SMS,Brand Loyalist,2723783,1717837.87,953404,16433,4152,2023-06-08,2023-07-19,Active
CAM05846,PR000254,Campaign Organized dynamic encryption,Email,Frequent Buyer,1493555,1399434.24,364926,19277,4637,2022-02-16,2022-03-17,Active
CAM05847,PR016688,Campaign De-engineered coherent pricing,Email,Seasonal Buyer,4625955,2775563.31,801479,32568,4186,2022-08-12,2022-10-07,Completed
CAM05848,PR004647,Campaign Intuitive holistic conglomerat,In-App,Impulse Buyer,4372942,3285070.67,380905,37940,4953,2022-05-20,2022-06-18,Completed
CAM05849,PR001595,Campaign Upgradable holistic parallelis,Email,Impulse Buyer,4927574,4774831.44,177520,36864,1209,2024-02-17,2024-03-29,Completed
CAM05850,PR002003,Campaign Business-focused solution-orie,WhatsApp,Family Shopper,2224648,909675.59,577693,1415,3293,2023-05-06,2023-06-05,Completed
CAM05851,PR005379,Campaign Programmable system-worthy sys,SMS,Brand Loyalist,3533970,2490264.78,345568,20321,920,2023-08-26,2023-10-16,Completed
CAM05852,PR000417,Campaign Configurable executive adapter,SMS,Luxury Shopper,4202969,3996071.52,205320,39907,3770,2022-08-28,2022-09-17,Paused
CAM05853,PR002309,Campaign Optimized executive methodolog,SMS,Impulse Buyer,693174,583901.55,896466,18257,472,2023-05-16,2023-06-17,Completed
CAM05854,PR017993,Campaign Up-sized well-modulated frame,SMS,Luxury Shopper,3793760,3079569.86,988164,2322,748,2024-06-25,2024-08-07,Completed
CAM05855,PR010623,Campaign Profit-focused maximized hub,WhatsApp,Seasonal Buyer,3310925,2696934.24,742504,38464,1189,2022-06-26,2022-09-19,Paused
CAM05856,PR006722,Campaign Quality-focused zero tolerance,SMS,Family Shopper,4620406,3571373.32,30450,37931,3272,2024-09-24,2024-10-12,Completed
CAM05857,PR007408,Campaign De-engineered bifurcated forec,Push Notification,Budget Shopper,1884887,1019772.82,893906,24104,2652,2022-06-06,2022-07-05,Active
CAM05858,PR000661,Campaign Intuitive empowering middlewar,WhatsApp,Budget Shopper,1008413,855609.58,264824,48951,237,2024-01-09,2024-03-03,Completed
CAM05859,PR005545,Campaign Re-engineered context-sensitiv,Email,Seasonal Buyer,481895,460350.09,238852,47612,1648,2022-06-15,2022-07-17,Completed
CAM05860,PR019215,Campaign Assimilated cohesive superstru,Push Notification,Fashion Enthusiast,2042396,1609655.12,452121,48208,3909,2024-08-21,2024-11-10,Completed
CAM05861,PR006933,Campaign Expanded value-added project,In-App,Seasonal Buyer,1717900,704765.53,62335,3009,4889,2023-09-04,2023-09-13,Paused
CAM05862,PR018432,Campaign Progressive well-modulated inf,SMS,Frequent Buyer,984059,735937.52,769070,5888,4539,2023-05-12,2023-06-14,Completed
CAM05863,PR007740,Campaign Open-source even-keeled Local ,Push Notification,Brand Loyalist,2250924,1216504.62,693146,32634,525,2024-01-29,2024-04-23,Completed
CAM05864,PR018213,Campaign Open-architected multimedia at,SMS,Budget Shopper,1444445,1281590.7,171383,19695,634,2024-08-21,2024-09-23,Completed
CAM05865,PR000498,Campaign Progressive bi-directional par,WhatsApp,Luxury Shopper,1563166,1164025.59,959526,1891,3792,2023-07-03,2023-08-30,Paused
CAM05866,PR011906,Campaign De-engineered transitional com,In-App,Fashion Enthusiast,642578,298972.79,987364,39529,4297,2024-01-29,2024-04-15,Completed
CAM05867,PR011225,Campaign De-engineered fault-tolerant k,Push Notification,Budget Shopper,4039115,1710430.92,68376,3605,398,2023-08-15,2023-10-26,Active
CAM05868,PR013414,Campaign Re-engineered responsive defin,SMS,Brand Loyalist,3126606,2189263.27,147212,45630,4440,2023-05-10,2023-07-28,Completed
CAM05869,PR001316,Campaign Proactive executive hierarchy,SMS,Working Professional,4867049,4771077.45,133860,41041,2360,2024-06-24,2024-07-19,Paused
CAM05870,PR006763,Campaign Monitored multi-tasking adapte,SMS,Brand Loyalist,902262,745132.77,529191,3015,4409,2022-06-23,2022-06-30,Completed
CAM05871,PR013706,Campaign Devolved zero-defect hardware,In-App,Luxury Shopper,57273,53926.34,302892,37898,3202,2023-06-11,2023-08-19,Completed
CAM05872,PR013750,Campaign Switchable local architecture,In-App,Budget Shopper,4231321,3866984.27,49468,3838,2201,2022-01-30,2022-04-03,Paused
CAM05873,PR014699,Campaign Advanced systematic adapter,Email,Fashion Enthusiast,4869601,2970909.62,857534,12353,2394,2023-05-15,2023-07-30,Active
CAM05874,PR001743,Campaign Multi-layered high-level open ,Email,Fashion Enthusiast,3268632,2281984.16,695373,19511,3849,2023-05-09,2023-07-27,Completed
CAM05875,PR014311,Campaign Public-key high-level capacity,SMS,Budget Shopper,4361797,2589043.84,172406,25714,4432,2024-08-10,2024-08-31,Completed
CAM05876,PR005697,Campaign Triple-buffered zero administr,SMS,Student,1905757,1238364.73,432763,5973,4096,2024-07-07,2024-07-19,Active
CAM05877,PR013497,Campaign Organized tertiary service-des,Email,Impulse Buyer,3826795,1534557.77,770779,39671,1485,2024-11-07,2025-02-03,Completed
CAM05878,PR003472,Campaign Reactive leadingedge hierarchy,In-App,Family Shopper,3350300,2196577.08,280437,27912,4876,2023-11-25,2023-12-23,Active
CAM05879,PR006417,Campaign Re-contextualized eco-centric ,Push Notification,Impulse Buyer,2894787,2102649.34,623620,44487,4843,2022-06-30,2022-07-24,Completed
CAM05880,PR010302,Campaign Multi-channeled bottom-line po,SMS,Working Professional,4101423,3796039.07,32241,32585,1418,2023-01-06,2023-02-20,Completed
CAM05881,PR012871,Campaign Secured intermediate approach,Push Notification,Budget Shopper,3204706,1915468.74,431605,25342,3893,2024-10-13,2024-11-16,Completed
CAM05882,PR006744,Campaign Synchronized composite model,Push Notification,Budget Shopper,3943775,2106030.06,742513,7822,4527,2023-08-02,2023-10-01,Completed
CAM05883,PR000896,Campaign Multi-tiered 4thgeneration pro,WhatsApp,Budget Shopper,3713817,1680910.52,386393,23348,1604,2023-02-07,2023-04-27,Active
CAM05884,PR006041,Campaign Cross-group optimal projection,In-App,Family Shopper,839506,557674.53,787570,6722,1317,2024-02-18,2024-04-20,Completed
CAM05885,PR011319,Campaign Optimized grid-enabled core,In-App,Budget Shopper,3710655,2824533.03,306331,41765,936,2024-06-08,2024-08-04,Completed
CAM05886,PR000615,Campaign Expanded responsive project,Email,Brand Loyalist,1717020,1579440.22,936971,48126,3704,2022-04-30,2022-07-25,Completed
CAM05887,PR000026,Campaign Seamless context-sensitive arr,SMS,Student,1745693,1182289.81,846770,30173,1591,2023-11-02,2023-11-22,Completed
CAM05888,PR002771,Campaign Progressive zero tolerance pro,SMS,Brand Loyalist,3271510,2288376.49,241729,39647,697,2022-12-25,2023-03-17,Completed
CAM05889,PR006786,Campaign Profound contextually-based op,SMS,Family Shopper,390512,279840.09,89145,21359,2486,2024-03-27,2024-05-24,Active
CAM05890,PR004479,Campaign Cross-group composite migratio,SMS,Working Professional,853432,558299.92,810928,48534,4245,2024-07-05,2024-08-28,Active
CAM05891,PR006450,Campaign Upgradable solution-oriented o,In-App,Frequent Buyer,3599919,1672530.92,780572,14073,2074,2022-03-04,2022-03-12,Completed
CAM05892,PR009407,Campaign Fully-configurable full-range ,In-App,Family Shopper,3848611,3085432.47,504513,28430,4669,2023-12-07,2024-02-18,Completed
CAM05893,PR008758,Campaign Exclusive grid-enabled framewo,SMS,Impulse Buyer,4600816,4378937.3,187906,28943,1076,2023-09-18,2023-10-26,Completed
CAM05894,PR015996,Campaign Decentralized dynamic Internet,SMS,Student,2141705,1251321.81,120828,27684,551,2023-08-12,2023-08-27,Completed
CAM05895,PR010504,Campaign Upgradable zero administration,In-App,Fashion Enthusiast,4185938,3851098.16,959587,41294,854,2023-10-17,2024-01-15,Completed
CAM05896,PR008944,Campaign User-centric bifurcated projec,Push Notification,Impulse Buyer,4737820,3291524.7,476007,6987,4641,2022-02-04,2022-05-05,Active
CAM05897,PR016328,Campaign Expanded national initiative,WhatsApp,Budget Shopper,1087089,802299.3,666786,49321,99,2022-05-21,2022-08-19,Completed
CAM05898,PR004952,Campaign Face-to-face neutral hub,SMS,Family Shopper,1108893,972070.21,907697,37453,3903,2024-04-24,2024-07-13,Completed
CAM05899,PR011674,Campaign Synchronized needs-based model,Push Notification,Seasonal Buyer,1860358,1443092.69,933003,17314,2166,2022-05-16,2022-06-07,Active
CAM05900,PR003131,Campaign Operative system-worthy policy,WhatsApp,Frequent Buyer,2543793,1789096.53,937062,7567,3086,2024-06-24,2024-09-13,Completed
CAM05901,PR011995,Campaign Public-key homogeneous superst,Push Notification,Impulse Buyer,3337899,2255395.47,851438,4486,85,2024-08-26,2024-11-04,Completed
CAM05902,PR005635,Campaign Configurable high-level secure,Push Notification,Student,2709435,1348035.66,974085,17071,1161,2023-02-15,2023-04-07,Paused
CAM05903,PR003397,Campaign Expanded solution-oriented enc,In-App,Brand Loyalist,2251971,1685455.53,833790,40244,263,2024-05-27,2024-08-25,Paused
CAM05904,PR001395,Campaign Virtual stable productivity,Email,Impulse Buyer,3948967,2096870.31,127666,7396,1544,2022-11-23,2023-01-12,Active
CAM05905,PR012918,Campaign Polarized national methodology,Email,Working Professional,4866140,3533367.79,665065,27896,3204,2024-02-11,2024-03-22,Completed
CAM05906,PR009631,Campaign Extended static installation,Push Notification,Luxury Shopper,3955551,2860712.11,248271,6456,3206,2024-12-29,2025-03-20,Completed
CAM05907,PR008610,Campaign Streamlined didactic process i,In-App,Luxury Shopper,627483,619025.46,789814,37034,2977,2023-02-09,2023-04-26,Active
CAM05908,PR004890,Campaign Reduced holistic extranet,Email,Working Professional,2848706,1545983.66,467947,36438,968,2023-03-10,2023-05-27,Completed
CAM05909,PR001735,Campaign De-engineered radical adapter,Push Notification,Working Professional,1636452,692412.48,369270,26825,2736,2024-09-20,2024-10-17,Completed
CAM05910,PR006697,Campaign Grass-roots client-server appr,Push Notification,Seasonal Buyer,3434619,3058002.66,270200,15146,3932,2022-10-28,2023-01-24,Paused
CAM05911,PR018297,Campaign Profit-focused client-driven a,SMS,Family Shopper,3527875,1547736.15,283561,18442,3984,2024-08-11,2024-09-13,Completed
CAM05912,PR018356,Campaign Object-based system-worthy hel,In-App,Luxury Shopper,1769648,1627414.74,134893,23439,3171,2022-05-25,2022-08-19,Completed
CAM05913,PR014023,Campaign Business-focused zero toleranc,SMS,Seasonal Buyer,1426093,570922.18,613034,41558,864,2024-09-02,2024-11-04,Active
CAM05914,PR004282,Campaign Advanced 24/7 model,SMS,Budget Shopper,1757804,780415.94,915348,7989,4607,2023-04-05,2023-05-01,Paused
CAM05915,PR016160,Campaign Multi-tiered secondary website,In-App,Brand Loyalist,2164083,1516051.97,644720,41938,1844,2022-07-23,2022-08-23,Active
CAM05916,PR019940,Campaign Programmable content-based str,Push Notification,Luxury Shopper,1265671,719369.8,115912,36607,3610,2022-02-12,2022-04-24,Completed
CAM05917,PR006489,Campaign User-centric clear-thinking mo,In-App,Family Shopper,99094,58001.79,984782,6590,4335,2023-01-07,2023-02-11,Completed
CAM05918,PR006138,Campaign Synchronized user-facing data-,SMS,Family Shopper,4863661,2262058.99,181159,42516,4233,2022-05-27,2022-08-08,Completed
CAM05919,PR003966,Campaign Focused fault-tolerant orchest,Email,Impulse Buyer,2783566,1408146.92,341069,35222,1008,2024-07-16,2024-07-23,Active
CAM05920,PR011383,Campaign Robust discrete monitoring,WhatsApp,Fashion Enthusiast,4804490,2494866.45,684147,10898,3470,2022-11-13,2023-02-08,Completed
CAM05921,PR001053,Campaign Ameliorated actuating producti,WhatsApp,Budget Shopper,726613,593467.22,560342,4511,2542,2022-11-28,2022-12-31,Completed
CAM05922,PR009934,Campaign Team-oriented directional hard,Email,Luxury Shopper,1862735,1187734.71,118877,38063,1719,2022-08-28,2022-11-06,Active
CAM05923,PR009067,Campaign Monitored methodical website,SMS,Brand Loyalist,3318507,2213783.85,465322,21785,2061,2023-11-06,2024-01-10,Completed
CAM05924,PR001530,Campaign Seamless 24/7 artificial intel,SMS,Budget Shopper,3667045,3240676.03,923511,27645,1271,2022-09-23,2022-11-22,Completed
CAM05925,PR010909,Campaign Synergistic bottom-line interf,In-App,Brand Loyalist,262907,173171.55,909906,13498,4917,2022-03-08,2022-03-29,Completed
CAM05926,PR006117,Campaign Business-focused solution-orie,In-App,Student,1150690,1086848.31,857463,41554,244,2022-06-28,2022-09-21,Completed
CAM05927,PR016943,Campaign Right-sized optimal utilizatio,Push Notification,Student,315153,297464.01,103908,16599,2942,2024-02-06,2024-03-17,Active
CAM05928,PR005424,Campaign Organized homogeneous open arc,SMS,Fashion Enthusiast,4680619,2039956.52,234893,30791,4875,2024-03-30,2024-04-16,Completed
CAM05929,PR004001,Campaign Devolved empowering capability,Push Notification,Frequent Buyer,4183208,3939984.8,644863,24880,947,2022-06-23,2022-07-08,Completed
CAM05930,PR018169,Campaign Diverse mobile function,Email,Luxury Shopper,1593711,1142966.93,912162,12377,2985,2022-05-21,2022-07-15,Completed
CAM05931,PR013471,Campaign Cross-group zero tolerance alg,In-App,Frequent Buyer,1844601,1460308.47,687831,32523,4722,2022-01-06,2022-01-21,Active
CAM05932,PR003042,Campaign Profound grid-enabled monitori,In-App,Luxury Shopper,2971164,2961395.75,412851,10733,2079,2024-05-26,2024-08-02,Paused
CAM05933,PR009697,Campaign Cloned foreground project,WhatsApp,Student,740538,683100.46,4999,12233,4806,2022-10-30,2023-01-04,Completed
CAM05934,PR012421,Campaign Down-sized 6thgeneration encod,Push Notification,Seasonal Buyer,1512722,1025910.16,511613,11230,2832,2024-02-06,2024-04-14,Active
CAM05935,PR012131,Campaign Organized 3rdgeneration approa,WhatsApp,Brand Loyalist,81409,32634.81,229921,31616,2661,2022-05-05,2022-08-02,Completed
CAM05936,PR008066,Campaign Profit-focused bandwidth-monit,SMS,Budget Shopper,4776698,3810395.23,954985,40186,3784,2024-05-12,2024-07-11,Completed
CAM05937,PR015574,Campaign Ergonomic zero administration ,In-App,Student,210504,149264.85,510088,25287,2186,2022-02-10,2022-03-17,Completed
CAM05938,PR013932,Campaign Robust mission-critical array,In-App,Budget Shopper,3423968,1414175.45,918665,4353,4914,2023-12-05,2024-01-12,Completed
CAM05939,PR005507,Campaign Multi-lateral systemic info-me,WhatsApp,Student,651355,338570.2,272042,14028,730,2023-02-15,2023-05-05,Completed
CAM05940,PR014982,Campaign Down-sized mission-critical pr,In-App,Working Professional,4093281,2390839.38,765756,9315,3850,2023-04-13,2023-05-18,Paused
CAM05941,PR002510,Campaign Team-oriented maximized toolse,SMS,Frequent Buyer,1978009,1059665.9,897061,8938,3629,2023-07-04,2023-08-21,Completed
CAM05942,PR019139,Campaign Future-proofed modular conglom,WhatsApp,Working Professional,4968707,4112291.44,662635,19442,2619,2022-06-15,2022-06-26,Completed
CAM05943,PR006372,Campaign Devolved 5thgeneration extrane,SMS,Family Shopper,815005,782166.67,472146,1918,59,2023-01-28,2023-04-06,Completed
CAM05944,PR007868,Campaign Synchronized coherent secured ,Push Notification,Budget Shopper,1385937,1243343.97,676018,12598,3855,2023-10-11,2023-11-30,Completed
CAM05945,PR006676,Campaign Centralized executive applicat,Email,Budget Shopper,3778055,2160908.27,652513,39098,1462,2022-01-27,2022-04-18,Completed
CAM05946,PR004831,Campaign Synergistic high-level Graphic,WhatsApp,Luxury Shopper,3825807,3301784.42,317292,39178,4618,2023-09-20,2023-11-12,Paused
CAM05947,PR019303,Campaign Upgradable even-keeled task-fo,In-App,Seasonal Buyer,2376117,2112002.75,558439,38372,2639,2023-04-21,2023-06-16,Paused
CAM05948,PR013698,Campaign Synergistic bandwidth-monitore,Push Notification,Family Shopper,3224410,2389925.86,884376,5513,3791,2022-09-05,2022-09-23,Active
CAM05949,PR011130,Campaign Cross-platform analyzing group,SMS,Family Shopper,4431131,3507417.84,934866,36446,1504,2024-08-13,2024-09-07,Paused
CAM05950,PR012889,Campaign Assimilated national analyzer,Email,Impulse Buyer,2650302,2287314.43,8459,21545,191,2022-05-25,2022-08-15,Completed
CAM05951,PR001094,Campaign Networked foreground Local Are,Push Notification,Impulse Buyer,308744,225270.94,192468,31296,1581,2023-06-20,2023-07-18,Active
CAM05952,PR008885,Campaign Re-contextualized analyzing fr,Email,Frequent Buyer,3330226,1566779.11,543993,18668,2541,2023-04-12,2023-05-19,Completed
CAM05953,PR003315,Campaign Adaptive web-enabled info-medi,SMS,Seasonal Buyer,1532985,1158455.41,613353,24072,775,2023-07-01,2023-09-09,Completed
CAM05954,PR001140,Campaign Organic analyzing budgetary ma,WhatsApp,Working Professional,1303456,975028.19,183370,44710,4636,2024-05-31,2024-07-31,Completed
CAM05955,PR015957,Campaign Devolved encompassing circuit,Push Notification,Working Professional,4193516,3599065.54,20980,20207,4760,2024-09-11,2024-10-21,Completed
CAM05956,PR001296,Campaign Devolved didactic installation,SMS,Seasonal Buyer,747881,565064.68,315066,7155,4048,2024-02-20,2024-05-14,Completed
CAM05957,PR001806,Campaign Open-source multi-tasking intr,SMS,Brand Loyalist,643787,446174.87,555801,38859,3838,2023-07-04,2023-08-21,Completed
CAM05958,PR013232,Campaign Down-sized systematic paradigm,WhatsApp,Student,4367593,2228350.2,220056,33301,4922,2023-01-04,2023-03-28,Completed
CAM05959,PR010748,Campaign Triple-buffered homogeneous da,WhatsApp,Working Professional,410605,174122.71,271257,30087,2246,2022-10-24,2023-01-02,Completed
CAM05960,PR004483,Campaign Object-based optimal website,In-App,Impulse Buyer,3993949,3812889.78,58243,32950,1149,2022-06-14,2022-09-04,Active
CAM05961,PR014841,Campaign Programmable high-level softwa,WhatsApp,Working Professional,861345,720850.72,258089,18048,4605,2022-03-10,2022-04-13,Completed
CAM05962,PR015011,Campaign Secured grid-enabled archive,Push Notification,Frequent Buyer,3848500,3628240.2,210611,2636,955,2024-03-18,2024-04-02,Paused
CAM05963,PR010335,Campaign Customer-focused mobile contin,In-App,Budget Shopper,1402982,595414.64,385063,35470,1686,2024-08-24,2024-10-15,Completed
CAM05964,PR018604,Campaign Upgradable full-range capacity,WhatsApp,Family Shopper,1518507,940068.92,135011,31219,4937,2023-12-10,2024-02-04,Completed
CAM05965,PR005831,Campaign Synergized motivating neural-n,In-App,Family Shopper,633250,522528.33,704405,39545,1092,2024-12-16,2025-01-19,Completed
CAM05966,PR007073,Campaign Up-sized disintermediate focus,SMS,Seasonal Buyer,3936681,2516996.88,126499,23255,1883,2023-08-25,2023-11-04,Active
CAM05967,PR007464,Campaign Managed fresh-thinking orchest,SMS,Student,4805891,3854599.21,636309,3231,4743,2023-05-18,2023-07-19,Completed
CAM05968,PR005335,Campaign Synergized asymmetric infrastr,In-App,Working Professional,4648772,4430912.96,373972,572,2928,2022-03-27,2022-05-04,Paused
CAM05969,PR018725,Campaign Profound heuristic artificial ,In-App,Family Shopper,55265,40808.26,50639,37374,144,2022-02-19,2022-03-17,Completed
CAM05970,PR009766,Campaign Innovative intangible circuit,SMS,Brand Loyalist,312837,250902.88,4028,1890,4603,2024-12-31,2025-02-05,Completed
CAM05971,PR007417,Campaign Synergistic systematic hierarc,Email,Budget Shopper,2329537,1593420.01,63580,29308,2808,2024-01-01,2024-03-18,Completed
CAM05972,PR004756,Campaign Robust explicit protocol,Email,Working Professional,3002988,1970468.79,254388,41737,4210,2024-06-17,2024-07-28,Active
CAM05973,PR010583,Campaign Expanded mission-critical stru,SMS,Luxury Shopper,3029072,1283321.49,118567,36406,3611,2024-07-28,2024-10-04,Active
CAM05974,PR001969,Campaign Quality-focused real-time abil,WhatsApp,Student,3800984,2383931.85,288160,34498,4008,2024-09-10,2024-11-11,Completed
CAM05975,PR011079,Campaign Networked high-level framework,WhatsApp,Brand Loyalist,4417472,3583391.25,305369,42774,334,2023-02-07,2023-03-16,Paused
CAM05976,PR009844,Campaign Grass-roots zero administratio,SMS,Student,3757260,3409355.96,292412,41252,3880,2022-07-04,2022-07-17,Completed
CAM05977,PR019978,Campaign Vision-oriented demand-driven ,SMS,Fashion Enthusiast,1790125,1093652.81,982099,25443,2422,2023-03-29,2023-05-12,Completed
CAM05978,PR004574,Campaign Centralized zero tolerance cir,In-App,Impulse Buyer,406136,352945.84,209065,45043,3242,2022-10-09,2022-12-10,Completed
CAM05979,PR002790,Campaign Organic intangible intranet,WhatsApp,Family Shopper,1498053,946919.02,551061,35639,4724,2022-04-13,2022-07-03,Completed
CAM05980,PR013606,Campaign Multi-layered maximized infras,Push Notification,Fashion Enthusiast,2405533,1079301.86,414736,24851,3354,2022-12-18,2022-12-25,Completed
CAM05981,PR004476,Campaign Synergistic composite producti,Push Notification,Seasonal Buyer,4423180,3130122.19,347131,43810,3247,2024-01-12,2024-03-05,Active
CAM05982,PR015107,Campaign Progressive solution-oriented ,Email,Seasonal Buyer,874001,549307.94,727062,3430,4394,2022-09-27,2022-11-05,Completed
CAM05983,PR008718,Campaign Managed 6thgeneration definiti,Push Notification,Frequent Buyer,202962,124147.38,960604,8099,2124,2024-01-08,2024-03-06,Completed
CAM05984,PR012952,Campaign Phased regional instruction se,WhatsApp,Fashion Enthusiast,380920,265247.9,401118,25775,1493,2024-01-28,2024-02-07,Completed
CAM05985,PR019111,Campaign Ameliorated asynchronous inter,Email,Family Shopper,1769862,1652440.3,541204,44619,4183,2023-09-18,2023-11-08,Active
CAM05986,PR019287,Campaign Innovative context-sensitive o,Email,Luxury Shopper,4729912,3003249.85,205703,47698,2745,2024-09-12,2024-10-07,Active
CAM05987,PR007078,Campaign Inverse stable functionalities,Email,Working Professional,4414907,3477720.07,162708,9389,237,2022-04-29,2022-07-26,Completed
CAM05988,PR002243,Campaign De-engineered logistical hiera,SMS,Frequent Buyer,4503451,1891861.1,444976,38210,1536,2023-10-11,2023-10-23,Completed
CAM05989,PR012102,Campaign Assimilated bifurcated standar,Email,Working Professional,2999023,1303253.64,522013,37403,172,2023-07-01,2023-07-30,Active
CAM05990,PR003566,Campaign Extended tangible architecture,In-App,Family Shopper,868916,536776.85,579649,24186,278,2022-02-14,2022-04-16,Completed
CAM05991,PR017016,Campaign Extended didactic middleware,Push Notification,Frequent Buyer,589130,427202.78,169315,33557,2316,2023-06-21,2023-09-03,Active
CAM05992,PR000481,Campaign Enhanced global Internet solut,WhatsApp,Seasonal Buyer,4119759,2534451.95,158932,43043,3274,2024-06-10,2024-08-29,Completed
CAM05993,PR002521,Campaign Proactive next generation soft,Push Notification,Luxury Shopper,3427429,3373829.34,143676,23461,1892,2023-03-16,2023-03-27,Completed
CAM05994,PR010287,Campaign Progressive real-time success,In-App,Luxury Shopper,3696937,1565745.41,86422,35177,1585,2022-05-04,2022-06-21,Completed
CAM05995,PR006877,Campaign Monitored hybrid Local Area Ne,In-App,Seasonal Buyer,2953041,2054573.74,998912,17819,2342,2022-07-18,2022-07-29,Completed
CAM05996,PR004588,Campaign Polarized system-worthy matrix,SMS,Impulse Buyer,4674973,1967107.2,945537,42189,2125,2024-09-28,2024-12-03,Active
CAM05997,PR014390,Campaign Down-sized needs-based hardwar,Email,Seasonal Buyer,186983,104994.3,113080,47828,4368,2022-11-15,2023-02-09,Paused
CAM05998,PR007035,Campaign Organic asynchronous extranet,Push Notification,Student,4700277,2175102.67,27751,38374,4363,2024-12-11,2025-01-04,Active
CAM05999,PR013080,Campaign Cross-group high-level ability,In-App,Seasonal Buyer,3826976,1782588.57,826121,43733,1497,2022-11-10,2023-01-12,Paused
CAM06000,PR006109,Campaign User-friendly demand-driven at,Email,Luxury Shopper,4776587,1914348.29,130052,42264,4958,2023-03-19,2023-04-09,Completed
CAM06001,PR007218,Campaign Up-sized zero-defect portal,WhatsApp,Impulse Buyer,2709489,2051219.97,516139,788,601,2023-03-24,2023-06-15,Active
CAM06002,PR019806,Campaign Robust upward-trending array,SMS,Brand Loyalist,389858,357888.62,31942,29963,4721,2022-09-22,2022-12-19,Completed
CAM06003,PR006535,Campaign Universal multimedia migration,WhatsApp,Student,3810673,2560502.17,83560,21968,3959,2024-01-26,2024-03-28,Completed
CAM06004,PR004888,Campaign Function-based transitional in,Push Notification,Student,4974179,2951937.46,355476,10936,2422,2024-04-07,2024-06-27,Completed
CAM06005,PR007527,Campaign Persistent solution-oriented m,WhatsApp,Family Shopper,1080956,989243.58,747265,16891,500,2023-06-28,2023-09-15,Completed
CAM06006,PR003015,Campaign Re-engineered composite supers,In-App,Frequent Buyer,4641094,4180014.74,155540,11562,1660,2023-11-07,2023-12-24,Completed
CAM06007,PR004654,Campaign Customer-focused multi-state h,WhatsApp,Family Shopper,3180408,3098006.11,157620,24376,731,2022-11-02,2022-11-12,Completed
CAM06008,PR001816,Campaign Phased client-driven utilizati,WhatsApp,Student,1106540,664137.35,557693,39382,3441,2023-01-09,2023-02-02,Completed
CAM06009,PR011152,Campaign Customizable directional tools,SMS,Working Professional,1346185,998438.73,470180,47318,984,2022-07-27,2022-09-13,Completed
CAM06010,PR012025,Campaign Customer-focused value-added g,In-App,Working Professional,2857467,2006469.24,701171,16981,3151,2022-10-09,2023-01-07,Completed
CAM06011,PR003903,Campaign Cross-platform methodical focu,WhatsApp,Fashion Enthusiast,4409002,2773635.78,749848,25451,3697,2022-06-22,2022-09-11,Completed
CAM06012,PR006141,Campaign Multi-layered background throu,SMS,Impulse Buyer,4192533,2520601.93,846084,5660,2408,2024-12-13,2025-02-01,Completed
CAM06013,PR016882,Campaign Phased context-sensitive emula,Email,Frequent Buyer,2296987,1813410.02,418275,23808,2261,2024-01-18,2024-04-14,Completed
CAM06014,PR009836,Campaign Persevering bifurcated functio,Email,Seasonal Buyer,2508375,1879262.11,296176,18867,3559,2022-12-12,2023-02-22,Completed
CAM06015,PR000456,Campaign Monitored zero administration ,In-App,Impulse Buyer,1180300,1094223.77,888901,33790,348,2022-03-04,2022-05-24,Completed
CAM06016,PR015322,Campaign Robust interactive paradigm,WhatsApp,Budget Shopper,3651793,3142537.03,846135,24253,3763,2022-03-06,2022-05-24,Active
CAM06017,PR005062,Campaign Triple-buffered radical projec,WhatsApp,Luxury Shopper,2376788,1396957.76,602917,24031,4230,2024-06-07,2024-08-31,Completed
CAM06018,PR015115,Campaign Optimized coherent framework,SMS,Brand Loyalist,3166372,2742392.16,215525,9871,3376,2023-09-08,2023-11-15,Completed
CAM06019,PR004255,Campaign Organized eco-centric emulatio,SMS,Brand Loyalist,4443291,3908591.62,773744,48398,3095,2023-06-16,2023-08-29,Active
