product_id,product_name,category,sub_category,brand,color,size,style_tag,season,price,mrp,cost_price,launch_date,is_active,supplier_id,weight_grams
P02256,Reebok Casual Dress Orange,Dresses,Casual Dress,Reebok,Blue,L,luxury,Winter,2966,3407.13,1061.24,2020-11-01,False,SUP0209,276
P02257,AND Polo Purple,Tops,Polo,AND,Orange,XS,streetwear,All Season,3388,3837.04,1442.72,2021-11-04,True,SUP0139,918
P02258,Lee Bra Green,Innerwear,Bra,Lee,Purple,Free Size,streetwear,Festive,469,671.84,231.04,2022-07-27,True,SUP0374,210
P02259,All About You Casual Dress White,Dresses,Casual Dress,All About You,Brown,XL,casual,Festive,11641,15660.89,4387.36,2021-04-22,True,SUP0283,602
P02260,Biba Gym Vest Cream,Activewear,Gym Vest,Biba,Green,XS,bohemian,Winter,678,763.17,310.21,2020-01-09,True,SUP0292,117
P02261,Forever 21 Churidar Black,Ethnic Wear,Churidar,Forever 21,Orange,S,minimalist,Monsoon,3949,4654.88,1866.48,2020-09-13,True,SUP0089,1037
P02262,Calvin Klein Cap Olive,Accessories,Cap,Calvin Klein,Teal,XS,bohemian,Festive,592,782.27,290.64,2022-07-31,True,SUP0295,1538
P02263,Tommy Hilfiger Evening Gown Navy,Dresses,Evening Gown,Tommy Hilfiger,Maroon,XS,luxury,Festive,3947,5672.49,1462.66,2023-06-22,True,SUP0346,1001
P02264,U.S. Polo Churidar Maroon,Ethnic Wear,Churidar,U.S. Polo,Coral,XS,minimalist,All Season,2849,3960.33,1136.76,2021-05-28,True,SUP0313,508
P02265,Spykar Trousers Black,Bottoms,Trousers,Spykar,Pink,Free Size,sporty,Winter,3148,4119.45,1331.76,2020-03-18,True,SUP0144,300
P02266,H&M Bra Beige,Innerwear,Bra,H&M,Cream,XL,formal,Winter,662,847.15,304.16,2020-11-18,True,SUP0333,971
P02267,U.S. Polo Flats Pink,Footwear,Flats,U.S. Polo,Navy,M,office,Summer,5044,7000.88,2996.47,2021-01-24,False,SUP0068,825
P02268,Kazo Windbreaker Mint,Outerwear,Windbreaker,Kazo,Yellow,XS,sporty,Festive,1572,2011.76,896.68,2020-09-15,True,SUP0356,973
P02269,The Souled Store Saree Mustard,Dresses,Saree,The Souled Store,Purple,Free Size,formal,Winter,11919,13915.94,6735.35,2021-07-04,False,SUP0004,702
P02270,Lee Dupatta Teal,Ethnic Wear,Dupatta,Lee,Coral,L,casual,Festive,3831,4928.95,1402.26,2020-10-20,True,SUP0118,1068
P02271,Roadster T-Shirt Navy,Tops,T-Shirt,Roadster,Mint,XXL,office,All Season,2955,3957.54,1179.1,2020-10-26,True,SUP0095,1857
P02272,H&M Loafers Mustard,Footwear,Loafers,H&M,Mustard,XXL,streetwear,Festive,4443,5025.6,2132.15,2020-01-04,True,SUP0199,1230
P02273,Spykar Trousers Green,Bottoms,Trousers,Spykar,Green,XXL,casual,Summer,260,335.21,148.73,2023-12-27,True,SUP0177,1144
P02274,Vero Moda Compression Tights Grey,Activewear,Compression Tights,Vero Moda,Orange,XXL,office,All Season,4825,5745.34,1791.32,2022-04-21,False,SUP0006,1043
P02275,Numero Uno Shirt Brown,Tops,Shirt,Numero Uno,Brown,XS,party,Winter,957,1424.7,565.47,2024-03-14,False,SUP0175,1923
P02276,Pepe Jeans Coat Maroon,Outerwear,Coat,Pepe Jeans,Orange,S,bohemian,All Season,8771,9911.84,4499.44,2020-08-06,True,SUP0062,252
P02277,Kazo Sherwani Olive,Ethnic Wear,Sherwani,Kazo,Navy,XXL,streetwear,Summer,3760,4525.8,1830.94,2023-09-21,True,SUP0068,1394
P02278,Numero Uno Scarf Olive,Accessories,Scarf,Numero Uno,Orange,XS,ethnic,Monsoon,6713,8770.44,2602.46,2020-03-18,True,SUP0111,1795
P02279,Bewakoof Casual Dress Mustard,Dresses,Casual Dress,Bewakoof,Black,XL,luxury,Summer,4662,6267.53,1747.12,2020-06-30,True,SUP0175,1772
P02280,Wrangler Watch Olive,Accessories,Watch,Wrangler,Orange,L,party,All Season,3438,3903.84,1388.33,2024-05-14,False,SUP0175,1436
P02281,Jack & Jones Anarkali Mint,Ethnic Wear,Anarkali,Jack & Jones,Blue,S,luxury,All Season,933,1193.62,415.95,2023-11-10,True,SUP0047,546
P02282,Louis Philippe Shorts Beige,Bottoms,Shorts,Louis Philippe,Cream,XL,party,Winter,3727,5417.23,1492.64,2021-04-12,True,SUP0199,947
P02283,True Blue Mini Dress Red,Dresses,Mini Dress,True Blue,Teal,XL,casual,Winter,8732,12197.1,3724.72,2020-07-29,True,SUP0069,132
P02284,Nykaa Fashion Skirt Maroon,Bottoms,Skirt,Nykaa Fashion,Blue,XL,office,All Season,1507,2036.41,680.44,2023-07-11,True,SUP0176,1812
P02285,Jack & Jones Denim Jacket White,Outerwear,Denim Jacket,Jack & Jones,Beige,XXL,casual,Monsoon,6846,8369.47,2474.42,2023-11-15,True,SUP0375,195
P02286,W Salwar Suit Purple,Dresses,Salwar Suit,W,Mint,XXL,sporty,Monsoon,11249,14170.29,6076.34,2022-12-09,True,SUP0178,401
P02287,Bewakoof Track Pants Green,Activewear,Track Pants,Bewakoof,Mustard,Free Size,ethnic,Summer,2654,3151.46,1315.71,2020-02-12,True,SUP0079,909
P02288,Reebok Jacket White,Outerwear,Jacket,Reebok,Purple,M,party,Monsoon,7600,11088.37,3709.43,2023-12-04,True,SUP0045,1295
P02289,True Blue Oxford Red,Footwear,Oxford,True Blue,Teal,XL,minimalist,Monsoon,3481,4473.3,1931.72,2023-03-21,True,SUP0109,231
P02290,Biba Crop Top Green,Tops,Crop Top,Biba,Purple,M,bohemian,All Season,1652,2223.92,938.81,2021-10-01,True,SUP0300,1104
P02291,Dressberry Tank Top Coral,Tops,Tank Top,Dressberry,Beige,XS,ethnic,Winter,2341,3246.87,1305.88,2024-02-11,True,SUP0233,1655
P02292,Dressberry Compression Tights Coral,Activewear,Compression Tights,Dressberry,Purple,XS,minimalist,Summer,3324,3661.86,1833.64,2023-03-12,True,SUP0246,1770
P02293,Blackberrys Saree Coral,Dresses,Saree,Blackberrys,Orange,XS,party,Festive,4188,5618.48,1515.1,2021-01-11,True,SUP0134,1715
P02294,Spykar Jewellery Orange,Accessories,Jewellery,Spykar,Navy,XS,office,Winter,5508,6745.67,2293.86,2021-10-02,True,SUP0248,1559
P02295,Aurelia Skirt Mint,Bottoms,Skirt,Aurelia,Cream,XS,party,Festive,893,1319.48,385.7,2022-03-28,True,SUP0383,1270
P02296,H&M Sweatshirt Cream,Tops,Sweatshirt,H&M,Black,S,party,Festive,571,855.37,256.14,2024-04-01,True,SUP0036,1779
P02297,Adidas Socks Black,Innerwear,Socks,Adidas,Blue,XS,formal,All Season,127,188.85,57.59,2022-12-12,True,SUP0313,1538
P02298,Van Heusen Boxers Pink,Innerwear,Boxers,Van Heusen,Navy,XS,office,Summer,479,580.2,209.89,2022-12-02,True,SUP0317,435
P02299,Pepe Jeans Handbag Red,Accessories,Handbag,Pepe Jeans,Orange,XS,minimalist,Winter,2591,2886.09,1498.77,2021-03-07,True,SUP0132,1586
P02300,Lee Jacket White,Outerwear,Jacket,Lee,Purple,L,bohemian,Winter,975,1462.14,460.75,2020-09-19,True,SUP0202,1900
P02301,Koovs Windbreaker Black,Outerwear,Windbreaker,Koovs,Red,L,office,Festive,13718,19472.25,7679.39,2020-04-25,True,SUP0123,292
P02302,Dressberry Casual Dress Olive,Dresses,Casual Dress,Dressberry,Blue,M,minimalist,Monsoon,5571,7764.17,2828.72,2021-11-27,False,SUP0070,1693
P02303,Adidas Blouse Brown,Tops,Blouse,Adidas,Green,XXL,sporty,Summer,2256,2989.56,1037.59,2021-01-02,True,SUP0037,1573
P02304,Tommy Hilfiger Evening Gown Purple,Dresses,Evening Gown,Tommy Hilfiger,Mustard,XS,luxury,Winter,692,824.51,311.85,2020-05-02,False,SUP0284,1862
P02305,Adidas Bra Maroon,Innerwear,Bra,Adidas,Mint,L,office,Winter,742,881.26,273.46,2023-04-10,False,SUP0219,1863
P02306,FabIndia Mini Dress Pink,Dresses,Mini Dress,FabIndia,Purple,L,minimalist,Festive,10433,11505.28,6062.86,2023-08-25,True,SUP0021,147
P02307,Van Heusen Compression Tights Orange,Activewear,Compression Tights,Van Heusen,Mint,Free Size,bohemian,Summer,2828,4141.16,1435.73,2023-10-04,True,SUP0147,617
P02308,Forever 21 Shorts Purple,Bottoms,Shorts,Forever 21,White,L,office,All Season,1720,2249.28,970.61,2023-11-24,True,SUP0358,639
P02309,Calvin Klein Jacket Olive,Outerwear,Jacket,Calvin Klein,Black,Free Size,casual,Summer,4036,5268.17,1971.81,2020-05-14,True,SUP0104,1935
P02310,Dressberry Shirt Brown,Tops,Shirt,Dressberry,Black,XS,streetwear,Summer,692,931.35,331.34,2021-02-07,True,SUP0107,1821
P02311,Peter England Kurti Green,Tops,Kurti,Peter England,Orange,L,office,Monsoon,4569,6771.46,1855.19,2024-01-14,False,SUP0286,1065
P02312,Forever 21 Flats Black,Footwear,Flats,Forever 21,Beige,XL,party,Festive,4612,6368.96,1808.63,2021-07-23,True,SUP0274,698
P02313,Cover Story Briefs Beige,Innerwear,Briefs,Cover Story,Grey,XS,formal,Summer,453,513.86,221.92,2021-12-27,True,SUP0153,1595
P02314,Global Desi Wallet Green,Accessories,Wallet,Global Desi,Pink,S,ethnic,Summer,5586,6324.71,2108.57,2023-02-22,True,SUP0172,1654
P02315,Pepe Jeans Churidar Coral,Ethnic Wear,Churidar,Pepe Jeans,Teal,L,streetwear,Festive,467,627.56,216.26,2023-04-26,True,SUP0334,1742
P02316,U.S. Polo Boxers Navy,Innerwear,Boxers,U.S. Polo,Teal,L,office,Monsoon,375,459.26,161.46,2020-08-11,True,SUP0227,556
P02317,Reebok Sandals Coral,Footwear,Sandals,Reebok,Teal,XXL,minimalist,All Season,1950,2827.6,699.96,2022-11-27,False,SUP0063,787
P02318,Aurelia Crop Top Beige,Tops,Crop Top,Aurelia,Green,XXL,bohemian,Summer,2207,2429.82,1174.1,2021-04-19,True,SUP0216,1727
P02319,Spykar Leggings Green,Bottoms,Leggings,Spykar,Yellow,XXL,ethnic,Summer,4082,6025.71,1610.84,2023-05-27,True,SUP0164,817
P02320,Here&Now Running Shoes Brown,Activewear,Running Shoes,Here&Now,Coral,XS,office,Summer,918,1360.08,486.01,2022-02-01,False,SUP0379,1152
P02321,Decathlon Sports Bra Black,Activewear,Sports Bra,Decathlon,Black,Free Size,luxury,Winter,1223,1443.49,568.22,2020-02-21,True,SUP0159,1315
P02322,Forever 21 Scarf Navy,Accessories,Scarf,Forever 21,Blue,Free Size,bohemian,Festive,6044,7593.31,2880.92,2020-01-04,True,SUP0079,469
P02323,True Blue Track Pants Maroon,Activewear,Track Pants,True Blue,Yellow,S,bohemian,Monsoon,1260,1810.55,619.77,2021-10-07,True,SUP0168,109
P02324,Puma Saree Green,Dresses,Saree,Puma,Green,XXL,formal,Monsoon,4326,5151.32,1563.25,2020-07-15,True,SUP0346,129
P02325,AND Evening Gown Maroon,Dresses,Evening Gown,AND,Teal,S,ethnic,Monsoon,4582,5743.82,2469.71,2020-09-13,True,SUP0060,1050
P02326,Cover Story Watch Olive,Accessories,Watch,Cover Story,Pink,Free Size,casual,Festive,7104,9677.98,3847.73,2023-12-09,True,SUP0191,973
P02327,Bewakoof Boxers Purple,Innerwear,Boxers,Bewakoof,Mustard,L,sporty,Summer,286,369.63,162.97,2020-03-31,True,SUP0285,187
P02328,Blackberrys Jacket Pink,Outerwear,Jacket,Blackberrys,Cream,XS,ethnic,All Season,9926,12105.2,3842.29,2021-12-15,True,SUP0161,692
P02329,Puma Sneakers Black,Footwear,Sneakers,Puma,Blue,XL,sporty,Summer,2271,3289.62,1119.69,2021-07-02,True,SUP0158,1396
P02330,Levis Evening Gown Mustard,Dresses,Evening Gown,Levis,Mustard,S,sporty,Monsoon,3325,4686.93,1698.61,2022-05-14,True,SUP0191,1039
P02331,Adidas Socks Mustard,Innerwear,Socks,Adidas,Green,Free Size,casual,Monsoon,582,834.85,307.6,2021-07-22,True,SUP0181,1973
P02332,Levis Gym Vest Grey,Activewear,Gym Vest,Levis,Pink,S,party,Summer,848,1043.98,431.4,2022-08-08,True,SUP0144,771
P02333,Pepe Jeans Trousers Beige,Bottoms,Trousers,Pepe Jeans,Mustard,XS,streetwear,All Season,4871,6722.54,2435.94,2022-08-08,False,SUP0203,1329
P02334,Calvin Klein Heels Mustard,Footwear,Heels,Calvin Klein,Olive,XL,ethnic,Winter,825,1235.44,484.21,2023-11-23,True,SUP0009,940
P02335,Dressberry Churidar Teal,Ethnic Wear,Churidar,Dressberry,Beige,XXL,sporty,Festive,2198,3095.54,844.35,2021-07-12,True,SUP0179,418
P02336,Calvin Klein Scarf Mustard,Accessories,Scarf,Calvin Klein,Orange,XXL,luxury,Monsoon,1179,1502.05,553.09,2021-07-11,False,SUP0204,710
P02337,Nike Windbreaker Navy,Outerwear,Windbreaker,Nike,Pink,XXL,luxury,Winter,10081,11262.91,5739.93,2022-05-17,True,SUP0126,528
P02338,Mamaearth Windbreaker Teal,Outerwear,Windbreaker,Mamaearth,Teal,L,party,Summer,10259,11340.98,3693.67,2022-09-03,True,SUP0033,179
P02339,Cover Story Skirt Maroon,Bottoms,Skirt,Cover Story,White,L,casual,Summer,3620,4498.19,1889.22,2022-12-20,True,SUP0139,1936
P02340,Koovs Sherwani Yellow,Ethnic Wear,Sherwani,Koovs,Maroon,XXL,streetwear,All Season,1548,2195.2,704.18,2023-03-19,True,SUP0178,1267
P02341,Uniqlo Trousers Yellow,Bottoms,Trousers,Uniqlo,Beige,S,formal,Monsoon,1590,2363.31,785.75,2020-05-06,True,SUP0215,1733
P02342,Bewakoof Crop Top Coral,Tops,Crop Top,Bewakoof,Yellow,S,bohemian,Monsoon,2865,4031.39,1441.88,2022-11-25,True,SUP0321,1107
P02343,Nike Shirt Pink,Tops,Shirt,Nike,Grey,M,bohemian,Monsoon,2944,3585.0,1129.18,2021-07-07,True,SUP0200,1933
P02344,Calvin Klein Mini Dress Cream,Dresses,Mini Dress,Calvin Klein,Pink,XXL,party,Winter,8658,9818.94,5170.82,2023-07-09,False,SUP0102,496
P02345,Only Sports Bra Pink,Activewear,Sports Bra,Only,Mustard,M,ethnic,Monsoon,3187,4620.53,1808.74,2022-04-25,True,SUP0223,1549
P02346,Nike Denim Jacket Navy,Outerwear,Denim Jacket,Nike,Beige,XL,streetwear,Monsoon,9951,14079.18,4253.5,2020-01-20,True,SUP0279,609
P02347,AND Sports Shoes Navy,Footwear,Sports Shoes,AND,Black,M,office,All Season,3774,4757.16,2084.11,2023-07-27,True,SUP0122,977
P02348,AND Gym Vest Cream,Activewear,Gym Vest,AND,Cream,M,sporty,Winter,3193,4165.28,1488.35,2022-05-15,True,SUP0367,1985
P02349,Here&Now Blazer Teal,Outerwear,Blazer,Here&Now,Orange,XXL,minimalist,All Season,6584,9549.88,2975.51,2022-09-18,True,SUP0031,469
P02350,Nike Palazzo Red,Bottoms,Palazzo,Nike,Cream,XXL,office,Monsoon,2335,3462.89,826.14,2024-01-26,True,SUP0216,362
P02351,LIFE Denim Jacket Cream,Outerwear,Denim Jacket,LIFE,Red,L,formal,All Season,5411,7255.73,2437.64,2020-02-27,True,SUP0282,1394
P02352,Roadster Shorts Mustard,Bottoms,Shorts,Roadster,White,XL,office,All Season,3541,4566.35,2050.18,2024-05-22,True,SUP0124,1310
P02353,Marks & Spencer Briefs Orange,Innerwear,Briefs,Marks & Spencer,Maroon,XL,sporty,Summer,347,485.09,176.16,2020-08-19,True,SUP0295,895
P02354,Decathlon Sherwani Red,Ethnic Wear,Sherwani,Decathlon,Coral,M,sporty,Monsoon,4801,7017.4,2588.45,2021-06-28,True,SUP0257,696
P02355,Wrangler Boxers Pink,Innerwear,Boxers,Wrangler,Grey,XL,office,Summer,451,527.08,268.99,2023-09-20,True,SUP0109,1860
P02356,Calvin Klein Jewellery Cream,Accessories,Jewellery,Calvin Klein,Olive,XXL,sporty,Winter,4965,6020.0,1764.86,2024-01-22,True,SUP0359,1643
P02357,Decathlon Leggings Purple,Bottoms,Leggings,Decathlon,Brown,XS,casual,Monsoon,2295,3111.91,1095.07,2020-10-08,False,SUP0237,1466
P02358,Levis Palazzo Mustard,Bottoms,Palazzo,Levis,Grey,Free Size,ethnic,Winter,1000,1167.71,581.37,2021-12-11,True,SUP0191,1078
P02359,True Blue Bra Pink,Innerwear,Bra,True Blue,Red,XL,streetwear,Festive,449,577.12,241.37,2021-11-02,True,SUP0051,400
P02360,Van Heusen Boxers Purple,Innerwear,Boxers,Van Heusen,Yellow,Free Size,formal,All Season,658,825.27,304.84,2023-01-28,True,SUP0307,890
P02361,Mango Heels Red,Footwear,Heels,Mango,Purple,L,party,Festive,2133,3195.27,991.78,2022-06-08,True,SUP0224,1711
P02362,Reebok Coat Teal,Outerwear,Coat,Reebok,Orange,XL,bohemian,Festive,10882,15971.11,4052.45,2023-08-04,True,SUP0005,1062
P02363,Adidas Running Shoes Yellow,Activewear,Running Shoes,Adidas,Brown,Free Size,sporty,Monsoon,3148,3789.72,1743.52,2021-03-04,True,SUP0145,1524
P02364,Adidas Boots Brown,Footwear,Boots,Adidas,Blue,L,luxury,Festive,1977,2637.12,1138.7,2021-03-28,True,SUP0096,977
P02365,The Souled Store Evening Gown Brown,Dresses,Evening Gown,The Souled Store,Grey,S,office,Summer,3046,3938.52,1436.9,2020-11-09,True,SUP0097,866
P02366,FabIndia Track Pants Black,Activewear,Track Pants,FabIndia,Navy,XL,bohemian,Monsoon,1364,1854.77,565.53,2024-03-04,True,SUP0325,1052
P02367,Biba Casual Dress Red,Dresses,Casual Dress,Biba,Pink,Free Size,sporty,Festive,9568,14072.21,3392.33,2022-02-02,True,SUP0336,1699
P02368,True Blue Sports Shoes Pink,Footwear,Sports Shoes,True Blue,Mint,L,luxury,Festive,925,1311.11,359.17,2023-03-28,True,SUP0292,418
P02369,Biba Jeans Navy,Bottoms,Jeans,Biba,Pink,XL,formal,All Season,1829,2497.41,826.98,2022-12-26,True,SUP0146,177
P02370,Adidas Salwar Suit Navy,Dresses,Salwar Suit,Adidas,Teal,M,office,Monsoon,2163,2569.07,797.41,2023-09-08,True,SUP0071,1621
P02371,Allen Solly Track Pants Blue,Activewear,Track Pants,Allen Solly,Blue,M,casual,Monsoon,4938,5816.64,1941.44,2020-04-29,True,SUP0163,538
P02372,Blackberrys Oxford Beige,Footwear,Oxford,Blackberrys,Purple,XXL,ethnic,Festive,5386,6584.83,2890.56,2023-10-29,True,SUP0185,703
P02373,Pepe Jeans Boxers Cream,Innerwear,Boxers,Pepe Jeans,Green,Free Size,luxury,All Season,228,321.63,106.29,2020-06-29,True,SUP0389,1424
P02374,Kazo Blazer Blue,Outerwear,Blazer,Kazo,Black,M,party,Festive,800,1059.1,310.89,2022-08-08,True,SUP0208,396
P02375,Bewakoof Loafers Black,Footwear,Loafers,Bewakoof,Purple,L,sporty,Summer,5448,6828.39,2883.6,2024-04-16,True,SUP0178,1291
P02376,Global Desi Skirt Cream,Bottoms,Skirt,Global Desi,Coral,S,party,Winter,4840,5468.75,2134.37,2021-02-20,True,SUP0064,417
P02377,Uniqlo Evening Gown Purple,Dresses,Evening Gown,Uniqlo,Cream,S,office,Monsoon,4181,5637.06,1637.24,2020-01-28,True,SUP0357,1064
P02378,Aurelia Running Shoes White,Activewear,Running Shoes,Aurelia,Orange,XL,luxury,All Season,4007,4858.97,2208.07,2024-03-09,True,SUP0149,1247
P02379,LIFE Compression Tights Brown,Activewear,Compression Tights,LIFE,Black,XXL,casual,Summer,680,863.68,395.01,2023-11-06,True,SUP0400,366
P02380,Calvin Klein Sweatshirt Coral,Tops,Sweatshirt,Calvin Klein,Orange,XS,bohemian,Winter,3924,5727.3,1491.44,2021-12-11,True,SUP0115,1630
P02381,Libas Sandals Brown,Footwear,Sandals,Libas,Coral,L,office,Winter,4811,6680.88,2835.13,2023-07-22,True,SUP0203,1287
P02382,Kazo Running Shoes Cream,Activewear,Running Shoes,Kazo,Green,S,formal,Summer,3331,4393.61,1483.2,2021-08-26,False,SUP0001,1490
P02383,Forever 21 Gym Vest Black,Activewear,Gym Vest,Forever 21,Yellow,XL,sporty,Monsoon,839,1185.98,471.1,2020-06-25,True,SUP0092,1295
P02384,Louis Philippe Watch Pink,Accessories,Watch,Louis Philippe,Purple,L,formal,All Season,965,1424.95,429.15,2022-11-30,True,SUP0151,776
P02385,FabIndia Briefs Orange,Innerwear,Briefs,FabIndia,Mint,XXL,party,Festive,651,809.29,257.85,2020-06-15,True,SUP0123,212
P02386,Myntra Jeans Coral,Bottoms,Jeans,Myntra,Navy,S,sporty,Monsoon,1154,1534.1,628.94,2022-04-26,True,SUP0387,1146
P02387,Allen Solly Boots Brown,Footwear,Boots,Allen Solly,Maroon,XXL,luxury,Monsoon,3229,4231.14,1901.74,2022-07-11,True,SUP0380,1536
P02388,All About You Palazzo Pink,Bottoms,Palazzo,All About You,Blue,Free Size,ethnic,Summer,4711,5988.31,2291.28,2022-04-21,False,SUP0146,751
P02389,Van Heusen Anarkali Orange,Ethnic Wear,Anarkali,Van Heusen,Mustard,S,minimalist,Festive,2189,2982.74,1190.19,2023-09-14,True,SUP0350,1963
P02390,Dressberry Sweatshirt White,Tops,Sweatshirt,Dressberry,Mustard,XS,bohemian,Monsoon,4624,6030.75,1771.56,2021-09-18,True,SUP0355,1509
P02391,W Churidar Purple,Ethnic Wear,Churidar,W,Red,M,casual,Winter,2818,3331.28,1662.2,2021-06-13,True,SUP0388,1694
P02392,Van Heusen Blouse Yellow,Tops,Blouse,Van Heusen,Pink,XS,minimalist,Monsoon,1815,2709.88,711.03,2021-02-23,True,SUP0093,527
P02393,Blackberrys Blouse Coral,Tops,Blouse,Blackberrys,Mint,XXL,office,All Season,1027,1141.48,412.57,2020-11-28,True,SUP0251,104
P02394,Libas Socks Beige,Innerwear,Socks,Libas,Yellow,Free Size,bohemian,Summer,376,426.9,156.28,2023-03-07,True,SUP0044,1138
P02395,Nykaa Fashion Running Shoes Coral,Activewear,Running Shoes,Nykaa Fashion,Red,L,formal,Monsoon,896,1190.73,379.49,2021-02-27,True,SUP0366,1810
P02396,FabIndia Shirt Olive,Tops,Shirt,FabIndia,Olive,XXL,sporty,Winter,2995,4233.46,1645.27,2023-08-26,True,SUP0297,1903
P02397,Nykaa Fashion Boxers Mint,Innerwear,Boxers,Nykaa Fashion,Teal,L,minimalist,Winter,154,192.26,67.01,2020-09-06,True,SUP0211,1781
P02398,AND Cap Beige,Accessories,Cap,AND,White,M,luxury,Summer,1073,1398.47,379.86,2021-09-19,True,SUP0363,697
P02399,Van Heusen Windbreaker Brown,Outerwear,Windbreaker,Van Heusen,Brown,S,ethnic,Festive,11664,15921.45,4559.85,2020-07-26,False,SUP0080,238
P02400,Biba Polo Black,Tops,Polo,Biba,Purple,XS,sporty,Summer,4451,6118.8,1852.74,2024-02-09,False,SUP0310,560
P02401,The Souled Store Sneakers Orange,Footwear,Sneakers,The Souled Store,Orange,XL,formal,Winter,620,926.67,234.66,2020-12-30,True,SUP0291,990
P02402,All About You Chinos Olive,Bottoms,Chinos,All About You,Mint,XS,streetwear,Winter,2560,2969.71,1037.97,2021-06-29,True,SUP0367,1368
P02403,U.S. Polo Trousers Cream,Bottoms,Trousers,U.S. Polo,Pink,XXL,sporty,Winter,2307,3218.48,1332.69,2023-05-17,True,SUP0327,1500
P02404,Libas Jewellery Coral,Accessories,Jewellery,Libas,Pink,Free Size,ethnic,All Season,4795,6108.48,2100.36,2022-07-07,True,SUP0380,1766
P02405,Arrow Dupatta Black,Ethnic Wear,Dupatta,Arrow,Mustard,XL,sporty,Festive,2634,2936.15,1061.55,2022-08-23,True,SUP0219,612
P02406,Nykaa Fashion Mini Dress Mint,Dresses,Mini Dress,Nykaa Fashion,Maroon,M,formal,Summer,7666,8754.33,3198.18,2022-09-05,True,SUP0035,827
P02407,Kazo Belt White,Accessories,Belt,Kazo,Olive,Free Size,streetwear,Monsoon,2038,2593.08,801.53,2020-11-07,True,SUP0151,999
P02408,Numero Uno Belt Purple,Accessories,Belt,Numero Uno,Mint,Free Size,luxury,Winter,7524,11195.7,3403.58,2021-06-20,True,SUP0212,1204
P02409,Van Heusen Thermal Innerwear Navy,Innerwear,Thermal Innerwear,Van Heusen,Blue,XS,sporty,Festive,316,371.35,171.09,2021-10-30,False,SUP0121,1045
P02410,U.S. Polo Sherwani Navy,Ethnic Wear,Sherwani,U.S. Polo,Pink,XXL,office,Winter,3493,5088.17,1704.87,2022-04-27,True,SUP0199,1751
P02411,U.S. Polo Saree White,Dresses,Saree,U.S. Polo,Coral,S,casual,Summer,1094,1582.43,517.91,2020-09-26,True,SUP0268,1380
P02412,Reebok Thermal Innerwear Black,Innerwear,Thermal Innerwear,Reebok,Navy,M,bohemian,Monsoon,293,401.43,163.08,2022-07-01,True,SUP0251,1862
P02413,Dressberry Flats White,Footwear,Flats,Dressberry,Teal,M,ethnic,Festive,4498,5797.47,1934.79,2023-03-28,True,SUP0379,1355
P02414,Libas Lehenga Mustard,Dresses,Lehenga,Libas,Navy,S,luxury,Monsoon,1941,2339.82,992.8,2024-03-19,True,SUP0151,1721
P02415,Numero Uno Cap Pink,Accessories,Cap,Numero Uno,Beige,XXL,casual,Monsoon,3342,4113.9,1531.81,2020-06-17,True,SUP0294,853
P02416,Pepe Jeans Sherwani Yellow,Ethnic Wear,Sherwani,Pepe Jeans,Orange,S,streetwear,Summer,566,760.51,251.02,2022-05-24,True,SUP0319,1340
P02417,Arrow Thermal Innerwear Orange,Innerwear,Thermal Innerwear,Arrow,Black,XL,bohemian,Monsoon,204,244.11,85.25,2020-03-24,True,SUP0155,799
P02418,Koovs Polo Beige,Tops,Polo,Koovs,Green,XXL,party,Winter,1229,1664.41,513.34,2021-05-18,True,SUP0259,1841
P02419,All About You Sherwani Green,Ethnic Wear,Sherwani,All About You,Cream,M,luxury,All Season,550,728.14,278.95,2023-05-02,True,SUP0126,403
P02420,Allen Solly Oxford Orange,Footwear,Oxford,Allen Solly,White,XXL,streetwear,Winter,2998,4038.78,1402.66,2023-12-06,True,SUP0103,1297
P02421,Mamaearth Cap Cream,Accessories,Cap,Mamaearth,Red,M,formal,All Season,2285,2766.13,1275.63,2023-10-08,True,SUP0054,1159
P02422,Roadster Trousers Cream,Bottoms,Trousers,Roadster,White,S,ethnic,All Season,1987,2570.57,713.26,2022-10-01,True,SUP0069,1451
P02423,Uniqlo T-Shirt Blue,Tops,T-Shirt,Uniqlo,Pink,M,formal,Winter,3899,4794.63,1914.74,2020-10-01,True,SUP0244,515
P02424,Calvin Klein Dhoti Mint,Ethnic Wear,Dhoti,Calvin Klein,Cream,L,luxury,Monsoon,4114,5585.59,1568.2,2023-12-28,False,SUP0219,598
P02425,True Blue Sports Bra Coral,Activewear,Sports Bra,True Blue,Olive,Free Size,formal,Winter,625,929.89,306.81,2022-11-07,True,SUP0224,1340
P02426,Spykar Thermal Innerwear Yellow,Innerwear,Thermal Innerwear,Spykar,Orange,XS,luxury,Summer,411,452.11,222.81,2020-04-18,True,SUP0099,201
P02427,U.S. Polo Bra Brown,Innerwear,Bra,U.S. Polo,Yellow,XS,casual,Festive,625,857.17,289.4,2020-08-14,True,SUP0221,1029
P02428,Jack & Jones Compression Tights Red,Activewear,Compression Tights,Jack & Jones,Red,M,casual,Winter,641,956.8,365.01,2020-02-26,True,SUP0139,1723
P02429,Levis Sherwani Grey,Ethnic Wear,Sherwani,Levis,Purple,XS,streetwear,Monsoon,535,667.22,311.24,2024-03-10,True,SUP0200,680
P02430,LIFE Belt Coral,Accessories,Belt,LIFE,Blue,L,luxury,Festive,6103,6943.49,2735.05,2023-04-05,True,SUP0332,1841
